entry_price,exit_price,pnl,pnl_percent,holding_days,stock_price_change,is_winner,entry_delta,entry_theta,entry_vega,option_type,moneyness,volatility,initial_dte
2.636658381078121,2.680686348031287,0.04402796695316624,1.6698396451027286,7,-0.0057418606682428045,True,-0.38832479958914246,-0.055779995225382274,0.20757427486792612,put,0.9914630588792526,0.1735017546786653,27
0.09686115340933377,0.0003130341240419471,-0.09654811928529182,-99.67682180830629,7,0.04443053532531738,False,-0.01337080332378931,-0.021161390023264542,0.02138868749441226,put,0.8641005905706138,0.3247401786859436,16
18.38691950314191,19.414013672589107,1.0270941694471958,5.5860046011061755,8,0.008123808526957342,True,0.9842888364012042,-0.022316186259465243,0.018898597267654412,call,0.8812609804470956,0.19239798997621463,38
34.57371006444265,13.808325619248421,-20.76538444519423,-60.06119796368166,6,-0.12175916088764081,False,0.8712982393984996,-0.11022909255336892,0.1470888012630669,call,0.8538580184879637,0.47370820240511435,39
11.221932967840331,7.7884771047762555,-3.4334558630640757,-30.595939869749966,8,-0.03797428223230369,False,0.7312466754919219,-0.07721684670050781,0.11327138941266277,call,0.9254377985952842,0.4695040941393772,39
8.91919528708651,7.119076297938882,-1.8001189891476272,-20.182526911972605,4,0.022964465324915702,False,-0.5139902222116399,-0.09711857244300152,0.1560284327787126,put,1.022644503050108,0.49395861146112974,36
1.057203144496226,0.18708849541784733,-0.8701146490783787,-82.30344883177604,8,-0.0773259606993915,False,0.25462828275705995,-0.040102485844809924,0.04807365604061489,call,1.1162300970049648,0.49559020531778897,31
0.7832435402712008,1.1039343764384455,0.3206908361672447,40.9439490629191,1,-0.02431218560377043,True,-0.11951350314617737,-0.058365804960041054,0.05395165277988613,put,0.884019363638601,0.4692534707322147,21
0.13013081070135923,0.05634633844939829,-0.07378447225196094,-56.70023252317312,9,-0.006810579193684429,False,0.06635742784113777,-0.007125763713875436,0.026671787000357848,call,1.1351895403949395,0.22280720246912433,45
16.89711382135002,22.19982113370149,5.3027073123514725,31.382325812656482,6,-0.0441963799011763,True,-0.8133104393118435,-0.0488848798076075,0.11113116594900728,put,1.113029828569655,0.3737131217329298,31
4.320239899433794,6.818313041919211,2.498073142485417,57.822556168994495,8,-0.06174259373458725,True,-0.5834711857124616,-0.07389700806425781,0.06093686117583112,put,1.0335656202339631,0.4982982003932819,19
1.6470818596075745,1.084494024231681,-0.5625878353758935,-34.15664085511408,8,0.0019848373178567324,False,0.17175732337571015,-0.07648807104179552,0.1115317409818508,call,1.146136058890065,0.433382293587639,33
7.20177439914859,5.098628856278182,-2.103145542870408,-29.203157809539913,4,-0.020028146561893608,False,0.33599044203716166,-0.15842063823028552,0.3058461903185006,call,1.0795816629122632,0.4163181935656243,43
21.94024437569209,15.42748459941049,-6.512759776281598,-29.68408038106074,8,-0.025106651125786916,False,0.7791242138362356,-0.1710761764377932,0.2129907151843561,call,0.9337300671275137,0.3696711689231952,27
18.398399410437747,32.29502772516116,13.896628314723415,75.531724280535,4,0.07016007701875172,True,0.6380583325504292,-0.30554593586121376,0.26361786657890923,call,0.9692764805577929,0.4720562434093236,22
23.613201239721917,37.11050705965471,13.49730581993279,57.15999996318899,5,-0.05855559657022818,True,-0.8900584251647142,-0.008814565301702182,0.1482931519113453,put,1.0999866728407317,0.21806629276975603,39
0.25065822285375905,0.030127457825746884,-0.22053076502801217,-87.98066248027136,6,0.04045915955512636,False,-0.08631579671093437,-0.02313185141428242,0.02615192487203716,put,0.8952320621470005,0.36692152047070126,20
0.40391314251202637,0.36738601042412355,-0.036527132087902814,-9.043313584879261,6,0.007730545362288034,False,0.16651423886154093,-0.025483764512532384,0.064087965782332,call,1.0518607377434828,0.1816677016897561,25
10.483976895192214,20.79721838224407,10.313241487051855,98.37146333068841,4,0.07912927746349217,True,0.39038118063926536,-0.24026339547382652,0.34466258782017073,call,1.0559487740785942,0.4590614293897852,35
22.400578088331514,20.709196818681534,-1.6913812696499804,-7.5506143769165615,1,0.011004815185348567,False,-0.9916889142178632,0.018939276114271764,0.007893856799267497,put,1.1454604442005265,0.24795181519646625,18
14.779352655082732,20.511802416577524,5.732449761494792,38.78687988085431,9,0.03956430804663091,True,0.887140537028014,-0.05441928447413342,0.09499289040153468,call,0.9188752879551119,0.2526656725128213,33
3.2907770617948273,1.7006523054407694,-1.590124756354058,-48.320646658658355,3,0.02746006650380036,False,-0.24815549751560934,-0.06588956918930898,0.29012821179026266,put,0.9548802797987443,0.23317049708116372,45
0.0077978959979694284,0.0018718154729477354,-0.005926080525021693,-75.99589077059818,6,0.008834669120836549,False,-0.0019486006368589065,-0.0008838412725197264,0.005503786110059479,put,0.864877203969185,0.1523137178124388,44
2.373999504442054,3.610112443950406,1.2361129395083523,52.06879517857642,8,-0.05128405279975844,True,-0.2707605394703603,-0.07801907124696235,0.10037257448622522,put,0.9392798885119336,0.4434332840817834,27
6.668589876333748,7.167095897880152,0.49850602154640455,7.475433799213828,8,-0.011120182337166886,True,-0.8478753511356751,-0.019036346881818145,0.03803448144948213,put,1.102687330416828,0.3439450613015623,24
0.624970976268493,0.690408494455248,0.06543751818675503,10.470489138145593,3,0.012379028398067178,True,0.12016604340866188,-0.05702383745656675,0.0744516380555485,call,1.089226401187512,0.2925740643840994,20
0.20868111743801698,0.06690405896880769,-0.1417770584692093,-67.93957220941195,3,0.01851950756211335,False,-0.03531146027602223,-0.019116052639111078,0.05057389232640688,put,0.8989173480018012,0.22440291899830214,28
2.2821035575059625,2.3702588533313858,0.08815529582542325,3.8628963850249347,1,0.003406654665366955,True,0.49167327303052694,-0.04743425842946208,0.08982136095883654,call,1.0085810505233235,0.27336820351419355,29
12.236614757095282,15.221314225264052,2.9846994681687704,24.39154559832916,6,-0.03146712688310402,True,-0.7032000138932881,-0.10182967725710773,0.12622108737693524,put,1.068463993391479,0.4279588956490076,23
4.296099209627613,3.589391660540514,-0.7067075490870991,-16.4499820558929,1,-0.012772452867927546,False,0.7123433806296963,-0.034573956948908434,0.08440165329951978,call,0.9640879842460643,0.24902564411229194,38
2.2221847531135808,1.6579719661534824,-0.5642127869600984,-25.3900035165645,5,-0.0020487090657130063,False,0.27137496349457,-0.09201571925753392,0.175644858484389,call,1.0507194198197092,0.2613750734201534,27
42.80488423089645,43.359332820769595,0.5544485898731466,1.2952928149095357,1,0.0022131988840216063,True,0.9698526516232506,-0.057905428448288464,0.0583882946037971,call,0.8543684575348065,0.2936255278519049,33
10.033063154748632,12.130775510754987,2.0977123560063546,20.90799513220956,7,0.03658887986904245,True,0.8764409877478245,-0.040913041641116726,0.03965010207791091,call,0.8688513545114186,0.47799757328774006,28
0.21221610906094668,0.22981637134141408,0.017600262280467405,8.293556204733147,5,-0.009856382633174524,True,-0.04617619721892688,-0.018801016697263598,0.06426130683396174,put,0.9327981746262126,0.16499875046271664,26
30.030507203251062,32.301150745747066,2.2706435424960034,7.561122851265684,3,0.00965681442207313,True,0.9749869533486782,-0.0601915448748421,0.03131319203358301,call,0.8851942968703587,0.30770740463331603,16
